B0CLML6FM8|dal blog polverediparole.wordpress.com|Israele e i palestinesi in poche parole di marco travaglio edito da PaperFIRST. In poche pagine il giornalista raccoglie i fatti e le informazioni. Scritto in modo scorrevole e accattivante. Da leggere! Voto 4 su 5|Una persona l'ha trovato utile
B0CLML6FM8|Ottima base di partenza per poi approfondire le tematiche|"Il mondo arabo vuole tenere in vita il problema dei profughi come una ferita aperta, un affronto all'Onu e un'arma contro Israele".Partiamo da un dato di fatto: tutti coloro che tenteranno di capire/spiegare il fenomeno israelo-palestinese leggendo solo ed esclusivamente questo libricino di poco più di 100 pagine, resteranno delusi perché non capiranno niente di niente del fenomeno stesso. Non servono parole, poche o molte che siano… servono fatti, politici illuminati e, soprattutto, Uomini con la U maiuscola.Questo libricino, vero e proprio riassunto "storico" dal 1948 ai giorni nostri (infatti, si arriva ai drammatici attacchi di Hamas in territorio israeliano del 7 ottobre 2023), è molto scorrevole ed interessante e, pur con i "limiti" derivanti dal suo essere "breve", riesce perlomeno a darci una veduta d'insieme del contesto. Diciamo pure che questo testo è un'ottima base di partenza per poi proseguire ed approfondire con letture più impegnate… che tanto, la produzione giornalistica, saggistica e letteraria che ha cercato di descrivere il problema israelo-palestinese non manca di certo!Marco Travaglio non è tra i miei giornalisti preferiti tuttavia, lo riconosco, in questo suo libro non esprime opinioni ma si limita solo a citare i fatti, ci prende per mano e ci aiuta ad avere una visione storica generale assolutamente non faziosa.|Una persona l'ha trovato utile
8893442418|Il Fascismo Eterno: Un'Analisi Profonda del Fenomeno Fascista|"Il Fascismo Eterno" di Umberto Eco è un saggio che analizza in modo profondo e preciso il fenomeno del fascismo, offrendo una lettura illuminante per comprendere le dinamiche del totalitarismo e del populismo. Eco, noto filosofo, semiologo e scrittore italiano, riesce a portare alla luce le caratteristiche del fascismo attraverso un'analisi storica, filosofica e politica. Il libro è una raccolta di saggi, articoli e discorsi di Eco, che sintetizzano la sua visione del fenomeno del fascismo e dei pericoli che esso rappresenta per la democrazia e la libertà.Grazie alla sua vasta conoscenza del pensiero filosofico e politico, Eco riesce a mettere in luce le analogie tra le strategie fasciste e le dinamiche della società contemporanea, mostrando come il fascismo sia un fenomeno ancora attuale e sempre in agguato. Il libro è un monito per tutti coloro che credono nella democrazia e nella libertà, un invito a non abbassare la guardia e a combattere con determinazione ogni forma di totalitarismo e populismo. In sintesi, "Il Fascismo Eterno" è un libro imprescindibile per comprendere le sfide della nostra epoca e per difendere i valori democratici e umanistici.|9 persone l'hanno trovato utile
8893442418|Un testo Eterno!|Qualcuno mi ha detto: Questo libro sarà quello più importante che avrai letto durante tutto quest'anno. E io rilancio: Questo libro sarà il più importante in assoluto.Perché?Perché Il Fascismo Eterno è un discorso, fatto da Umberto Eco alla Columbia University nel 1995, ove si scava nella filosofia di questa ideologia attraverso le generazioni, e dove ne si esaminano le componenti, mettendo in evidenza che queste componenti, ancora oggi, sono vive, non solo vegete, ma addirittura molto attive.Discorso rivolto a menti giovani e istruite, e questo va sottolineato mentre lo si legge. I riferimenti a filosofi, a simboli culturali del presente e del passato, ai grandi promotori di questi movimenti, ma anche all'attualità, sono continui e ben sottolineati. Si spiega la dinamica sotto cui il principio fascista continua ad attecchire, e si spiega come questo principio sia tutt'altro che assoluto, ma abbia metamorfosi continue pur mantenendo alcuni capi saldi assoluti. In poche parole, si adatta ai tempi che corrono, e si insinua come acqua nelle crepe, ovunque.Non posso però andare nel dettaglio, perché essendo un discorso, è un libro davvero breve, ma che consiglio di leggere con attenzione, lentamente, riflettendo sui concetti, e di non farselo scorrere davanti agl'occhi in un lampo, per poi passare al titolo successivo.Io vi consiglio la pagina 40, o meglio, la coppia di pagine, 40 e 41. Sono illuminanti!|11 persone l'hanno trovato utile
8893442418|Mussolini non aveva nessuna filosofia, ma solo una retorica|UMERTO ECOIL FASCISMO ETERNOLa Nave di Teseo Editore,1997Il “Fascismo eterno” o “UR-Fascismo” è una lunga riflessione che Umberto Eco pronunciò il 25 aprile 1995 davanti agli studenti della Columbia University nei giorni in cui l’America era scossa per l’attentato di Oklahoma City e scopriva che negli Stati Uniti esistevano organizzazioni militari di estrema destra.Umberto Eco pensa e racconta - per esempio - del suo eroe Franchi che era il capo dei gruppi clandestini più potenti dell’Italia del Nord, un uomo dal coraggio leggendario. Il vero nome di Franchi era Edgardo Sogno, un monarchico anticomunista che dopo la guerra venne accusato di aver ordito un colpo di stato reazionario. Il 27 luglio 1943 il fascismo crollò, Mussolini fu arrestato ed Eco - ancora ragazzo - si accorse che nel suo paese non esisteva solo un partito fascista ma esistevano diversi partiti politici come la DC, il PCI, il partito d’azione, quello liberale ed il PSI. Eco ci spiega che il fascismo fu una dittatura non compiutamente totalitaria, non tanto per la sua mitezza quanto per la debolezza filosofica della sua ideologia. Mussolini non realizzò mai completamente lo “stato etico e assoluto” perché non aveva nessuna filosofia, ma solo una retorica. Il fascismo fu una accozzaglia di idee politiche diverse e contraddittorie. Ci fu una sola architettura nazista ed una sola arte nazista ma - al contrario - ci furono architetti fascisti ed accanto ai loro psuedocolossei sorsero anche dei nuovi edifici ispirati al moderno nazionalismo di Gropius. Il regime fascista tollerò il dissenso palese dei poeti ermetici - il contrario del culto fascista - perché non prestava sufficiente attenzione ad un gergo così oscuro.Ma cos’è questo “Ur-Fascismo”? La sua prima caratteristica è il culto della tradizione perché “la verità è stata già rivelata”, ma poi ce ne sono altre come il rifiuto del modernismo o il culto dell’azione per l’azione, o l’idea che il disaccordo è tradimento , è segno di diversità perché il fascismo cresce sfruttando ed esacerbando la naturale "paura della differenza". A pagina 39 Eco mostra per intero la sua intelligenza visionaria quando scrive che il fascismo eterno “ scaturisce dalla frustrazione sociale o individuale. Il che spiega perché una delle caratteristiche tipiche dei fascismi storici è stato l’appello alle classi medie frustrate, a disagio per qualche crisi economica o umiliazione politica, spaventate dalla pressione dei gruppi sociali subalterni. Nel nostro tempo in cui i vecchi proletari stanno diventando piccola borghesia, il fascismo troverà in questa nuova maggioranza il suo uditorio".Non vi pare questa una spiegazione semplice e chiara della nascita della Lega che proprio in quegli anni muoveva i primi passi ?Una lettura breve ma essenziale.|20 persone l'hanno trovato utile
8893442418|Non dimenticate|Un saggio breve che descrive in modo logico e sequenziale molti aspetti che ci circondano del mondo odierno, passato e futuro.|
8893442418|Interessante|Libricino su il pensiero di Umberto Eco sul fascismo come sentimento|
8893442418|Una conferma, se ma ce ne fosse bisogno|Eco andrebbe letto già alle medie. Obbligatoriamente. Altro che la Bibbia ...|3 persone l'hanno trovato utile
8893442418|Da leggere|Il titolo rispecchia quello che era ed e la realta italiana|
8893442418|Il fascismo non è solo quello in camicia nera|Tutto ciò che non sapete su perché il fascismo non è mai morto|
8893442418|Da leggere|Breve e conciso, da leggere|Una persona l'ha trovato utile
8893442418|Attuale, da sfogliare, poche pagine, sintetiche ma vere.|Eco è formidabile, fornisce un quadro dell'uomo che crede di essere fascista, soverchiando le libertà degli altri a suo favore, il più forte vince, ma vivendo in un clima insano di complotti e paure...|Una persona l'ha trovato utile
8893442418|Bello|Un classico. Consiglio.|
8893442418|Lettura interessante|Molto interessante, si legge tutto d'un fiato|Una persona l'ha trovato utile
8893442418|Imprescindibile|Una lettura fondamentale. Un discorso che oggi è, purtroppo, ancora più attuale di quando venne pronunciato per la prima volta|Una persona l'ha trovato utile
8893442418|Il fascismo eterno|Molto interessante, anche considerando che è tratto da un discorso pronunciato a studenti americani nel "lontano" 1995.|Una persona l'ha trovato utile
8893442418|Da far leggere a scuola|A quanto ho capito, questo piccolo libro è tratto da una conferenza che Eco fece molti anni fa, se non ricordo male, il testo parla del '95. Eppure è incredibile quanto avanti abbia visto dai tempi della sua scrittura. E' semplicemente incredibile come Eco analizza e prevede con brillante lungimiranza l'avvento dei sovranismi moderni e il ritorno dei populismi nazionali. Eppure pensateci, l'Ur-fascismo e le sue caratteristiche sono riscontrabili in toto all'interno di molteplici governi contemporanei. Oggi è il 2020 ed abbiamo governi come quelli di Trump, Erdogan, Bolsonaro, abbiamo personaggi patetici come quelli di Salvini, Orbàn, Le Penn e la Meloni.Se questa recensione può servire davvero per persuadere qualcuno a comprare questo piccolo romanzo, che si legge in poche ore, spero vivamente che lo faccia, perché ti apre veramente gli occhi.|Una persona l'ha trovato utile
8893442418|Analisi lucidissima|A distanza di più di 20 anni...Più che mai attuale come tutte le cose di Eco. Da leggere assolutamente|Una persona l'ha trovato utile
8893442418|Attuale purtroppo|La politica italiana, governata dalla destra, ha in sé molto di ciò che Umberto Eco delinea come identità fascista siamo in presenza di un regime che non ammette critiche e alla ricerca costante di un nemico su cui scagliarsi|2 persone l'hanno trovato utile
8893442418|Sempre attuale|Disamina politico e anche un po’ psicologica chiara e sempre attuale|
8893442418|Fondamentale|Dovrebbe essere letto nelle scuole, per sempre|
8893442418|Da leggere|La spedizione è arrivata nei tempi previsti.Il libro si legge in nemmeno un pomeriggio, anche perché le pagine non sono dense e il font di scrittura è abbastanza grande.Sul contenuto nulla da dire, Eco si dimostra un genio oltre che un visionario, in grado di analizzare il pensiero fascista e di anticipare alcuni aspetti che si ritrovano anche nella società moderna.Per il costo irrisorio e il contenuto, non c’è motivo per non acquistarlo: tutti dovrebbero leggerlo. Ne vale la pena.|Una persona l'ha trovato utile
8893442418|Buono|Eccellenti osseevazioni di Eco|
8893442418|Triste realismo|Mai come ora abbiamo bisogno di una disamina sulla nostra natura di popolo, dei nostri bisogni, delle nostre paure ed isicurezze coccolate dal potere forte.Umberto Eco in 14 punti sciorina il Fascismo Eterno come l'insieme di archetipi quali ossessione, frustazione, irrealismo, machismo, elitismo etc.Oggi 20/10/22 avremmo il dovere di far leggere questo piccolo saggio alle nuove generazioni per dare loro un altro punto di vista.Per me è stato illuminante|Una persona l'ha trovato utile
8893442418|Utile|Utile a capire il passato e capire il presente|
8893442418|Un rimprovero sempre valido|Libro che si legge in poco tempo, piccolo ma pesantissimo.Umberto Eco, in un'epoca non sospetta, prevede molti comportamenti che oggi sono diventati quotidianità, per alcuni normalità.Prevede guardando al passato, un lento male che arriva silenzioso, subdolo, leggero, e, prima che qualcuno se ne renda conto, è già lì, e bisogna fare i conti con esso, con una banalità della malignità che mette i brividi, apre gli occhi con forza, quasi con violenza, e ci costringe a guardare una realtà in cui ci rendiamo conto che la "sicurezza", la libertà, tutti i diritti, non sono lì per rimanere, sono fragili, in un soffio di vento sono già via se non lottiamo per proteggerli, per mantenerli.Se non ricordiamo ogni giorno che non bisogna dare nulla per scontato.|17 persone l'hanno trovato utile
8893442418|Una breve ma chiara definizione di fascismo,|Il fascismo italiano, visto in parallelo con il nazismo tedesco, appare sin dalle prime impressioni culturalmente suoeriore. Personaggi come D'Annunzio o Marinetti o Gentile sarebbero stati dei dissidenti nelle file tedesche All'interno del fascismo ebbero una dinamica propulsiva con luci e ombre, ma significativa. Mentre il nazismo fu totalitario con una coerenza simile a quella di Stalin, Mussolini improvvisò un mix di autoritarismo e di rispetto delle istitituzioni.|Una persona l'ha trovato utile
8893442418|Bellissimo ma troppo caro!|"Il primo yankee che incontrai era un nero, Joseph [...] La prima immagine dei liberatori americani, dopo tanti visi pallidi in camicia nera, fu quella di un nero colto in uniforme giallo-verde [...]""La liberazione fu un impresa comune per gente di diverso colore.""L'eroe Ur-Fascista, invece, aspira alla morte, annunciata come la migliore ricompensa per una vita eroica. [...] è impaziente di morire. Nella sua impazienza, va detto in nota, gli riesce più frequente far morire gli altri."Bellissimo... anche se il prezzo è un FURTO.|Una persona l'ha trovato utile
8893442418|Eco è sempre una garanzia.|E' incredibile come in pochissime pagine Eco sia stato in grado di riassumere alla perfezione tutto ciò che deve metterci in guardia e farci capire che abbiamo di fronte l'embrione del totalitarismo di ultradestra. Da comprare e leggere più volte, per mandarlo a memoria.|Una persona l'ha trovato utile
8893442418|Ottimo!|Ne avevo recuperato una parte in rete, ma avere a disposizione tutto il testo è stato ed è fondamentale|
8893442418|Attuale|Testo sempre attuale anche se oggi è molto difficile districarsi, ho come l’impressione che l’ideologia dell’ur-fascismo è presente in tutti gli schieramenti politici chi per un verso, chi per un altro. Speriamo che si possa vedere un barlume di speranza.|
8893442418|Lettura obbligatoria, da passare di mano in mano|Con una prosa assolutamente semplice e mirata alla massima divulgazione, Eco tratteggia i caratteri sostanziali "dei fascismi", partendo da una disamina lucida e immediata del fascismo storico italiano. In modo conciso e pratico crea poi un decalogo indispensabile per decifrare la politica e i nuovi fermenti di intolleranza e nazionalismo nostalgici.|
8893442418|un classico|C'è poco da dire è un classico.Il pubblico a cui è stato rivolto ha permesso di superare la dimensione politica del contenuto del libro per addentrarsi in una dimensione tecnica. Sotto questo punto di vista il libro può apparire un po' "positivista" / "meccanicista".Alcune delle affermazioni possono apparire strane nella loro meccanicità e non sempre sono condivisibili, ma l'dea di fondo rappresenta una proposta di lavoro interessante.|Una persona l'ha trovato utile
8893442418|Vademecum per riconoscere il fascismo|Vademecum per riconoscere i segnali del ritorno del fascismo. Eco descrive tutti gli aspetti dell' ideologia fascista per metterci in guardia quindi purtroppo ancora attualissimo|5 persone l'hanno trovato utile
8893442418|Visionario|Una descrizione lucida a attenta dell'ur-fascista. Vicina ai giorni in cui viviamo, profetica, intelligente e onesta. Un uomo illuminato dalla storia.|Una persona l'ha trovato utile
8893442418|Libro piccolo, ma con uno spessore intellettuale enorme|Un libro piccolo ma di uno spessore esorbitante. Un manuale che spiega per filo e per segno che cosa e quali sono i punti cardine su cui si è basato e si basa tuttora il fascismo, o più precisamente l'Ur-fascismo. Spiega le incertezze, le falsità e tutte le sfaccettature contrastanti che il termine "fascismo" racchiude in sé.Di un'attualità incredibile, credo che tutti dovrebbero leggerlo per "difendersi" intellettualmente dai pensieri estremisti del nostro tempo.|Una persona l'ha trovato utile
8893442418|Interessante|Saggio da leggere tutto d'un fiato. Si legge tranquillamente in un paio d'ore. Non è necessario avere profonde conoscenze in materia (ma averne Ve lo farà sicuramente apprezzare di più). Consigliato|
8893442418|Umberto Eco "il Fascismo Eterno"|Oltre all'ottimo servizio di Amazon, consiglio l'acquisto di questo libro per la piacevolissima lettura|
8893442418|ecco eco|che dire? umberto eco, in questo momento più azzeccato che mai. L’argomentazione stringente si sviluppa da pagina a pagina. Consiglio la (ri)lettura a tutti.|2 persone l'hanno trovato utile
8893442418|Da leggere, in questo periodo storico più che mai.|“L'Ur-Fascismo può ancora tornare sotto le spoglie più innocenti. Il nostro dovere è di smascherarlo.”Da leggere, in questo periodo storico più che mai.|2 persone l'hanno trovato utile
8893442418|Breve ma illuminante|Come sempre Umberto Eco non delude. Il libro è piccolo e molto corto, concetti diretti e interessanti che ti fanno pensare e osservare la realtà attuale con occhi più critici e analitici paragonando situazioni apparentemente non collegate ad un unico filo conduttore, un terribile strascico del passato che serpeggia ancora nella nostra società e, a volte, scalpita per venir fuori.|2 persone l'hanno trovato utile
8893442418|Sembra scritto oggi|Umberto Eco affronta il problema del fascismo eterno come parte del dna del paese Italia. A differenza, e molto prima, di altri scrittori contemporanei, descrive perfettamente il fenomeno partendo dalle motivazioni alla base dello stesso. Racconta di un'Italia che è sempre più presente e parte della vita del nostro paese. Un libro che tutti dovrebbero leggere, anche perché è talmente breve che non richiede troppo impegno a livello tempo, ma lascia dentro ogni lettore molto più di qualsiasi altro libro sul tema.|9 persone l'hanno trovato utile
8893442418|Meravigliosa breve lettura!|Difficile definirlo un libro, è piuttosto un articolo ma la lucidità dell'analisi di Umberto Eco è fantastica.Davvero molto interessante !|5 persone l'hanno trovato utile
8893442418|Attualissimo, da leggere oggi e sempre|Libro non per tutti, necessita un po' più di attenzione rispetto ad un normale libro ma in compenso è abbastanza corto.Umberto Eco è un pensatore eccezionale, ti apre la mente e ti fa ragionare su aspetti che si vedono passivamente ma non si osservano attentamente.In questo caso sottolinea la ricorsività della storia in forma sempre diversa, ma allo stesso tempo ci fornisce gli strumenti per riconoscere il fascismo in tutte le sue forme.Una lettura eccezionale sempre, ma particolarmente consigliata in questo periodo storico in cui libri come questo servirebbero come pane quotidiano.|35 persone l'hanno trovato utile
8893442418|Ur - fascismo|Libro chiaro ( non poteva essere diversamente quando si tratta di Umberto Eco “ e di grande attualità. Apre nuovi orizzonti. Lo consiglio. Temevo fosse di difficile interpretazione invece, pur non avendo specifica preparazione, l’ho compreso benissimo.|
8893442418|Magnifico|Lettura tanto leggera quanto interessante, ma soprattutto super attuale coi tempi che corrono.Il libro descrive l' "UR-fascismo" (il fascismo eterno), e da delle linee guida su come riconoscere un fascita e ahimè, troppo spesso si ha la sensazione di sentir parlare di un politico attuale, ma non mi azzardo a fare paragoni, una recensione su Amazon non è il contesto giusto per questo.Comunque, libro consigliatissimo.|Una persona l'ha trovato utile
8893442418|Illuminante.|Non ci sono altre parole per descrivere questo testo. Breve, si legge tutto d'un fiato nell'arco di mezz'ora. Chiaro e preciso come solo Eco sa (sapeva) fare. Una lucida riflessione sul fascismo come mentalità e come predisposizione, più che come regime in senso stretto. Da leggere, soprattutto alla luce dei recenti fatti di cronaca e del clima politico degli ultimi anni. E da far leggere a chi sostiene che parlare di fascismo oggi sia una cosa da vecchi.|6 persone l'hanno trovato utile
8893442418|Da leggere. E memorizzare.|Più che una riflessione, un dato di fatto. Umberto Eco ci conduce per mano a riconoscere uno dei tanti mali (spesso sottaciuto o, peggio, poco considerato) cui la società odierna conserva con ipocrita superficialità. Attualissimo.|
8893442418|immenso|Umberto Eco immenso! invita a non dimenticare perché il fascismo può , e seco do me è, ancora latentein molti. Essere antifascisti non è essere "contro il partito fascista" ma essere contro quella mentalità superficiale, populista e raccapricciante che risiede nelle pance di molti.|Una persona l'ha trovato utile
8893442418|La forza delle idee|Eco non delude mai. Anche se il libro ha già qualche anno l'analisi è lucida, argomentata, mai banale, ricca di spunti di riflessione. Una mente brillante di cui sentiamo la mancanza, specialmente in un momento politico e sociale così miserando.|
8893442418|Semplice e fondamentale|In poche pagine riesce a dare la spiegazione dell'attuale immoralita della politica.Spero che in futuro sia fatto leggere ad ogni adolescente del mondo per non dimenticare.|Una persona l'ha trovato utile
8893442418|interessante|un libretto molto scorrevole, l'ho letto con piacere, un punto di vista interessante|
8893442418|La bellezza di Umberto Eco|Umberto Eco ha descritto con precisione disarmante quanto sta avvenendo oggi.La bellezza della sua scrittura e la lucidità del suo ragionamento può solo far innamorare il lettore.Da rileggere più e più volte per coglierne tutte le sfumature.Libro consigliatissimo per chi vuole capire e non si ferma ai blabla per webeti.A scuola dovrebbe essere un libro consigliato in maniera coatta.|Una persona l'ha trovato utile
8893442418|Gran bel libro|Di questi tempi, un buon vedemecum per non perdere la bussola|
8893442418|Le parole non sono mai innocenti.|Solo Eco è in grado di svelare con concetti chiave ciò che si nasconde nelle parole. Tutti quelli che credono che la democrazia sia l'unico modello affinché ogni uomo sia veramente libero, deve leggere questo testo.|
8893442418|Identikit di un malcelato fascista|Scorrevolissimo, breve e pervaso, a mio avviso, di una sottile e piacevole ironia (che mette in ridicolo l'ideologia fascita), eppure pregno di significato. È alla portata della cultura e delle tasche di chiunque, e al giorno d'oggi sarebbe davvero una gran cosa se chiunque lo leggesse|Una persona l'ha trovato utile
8893442418|Più che mai attuale|Discorso pronunciato dallo stesso Eco nel 1995 che illustra i caratteri del fascismo eterno, quel fascismo che può nascondersi ancora oggi sotto vesti innocenti. Leggerlo nel 2020 apre gli occhi sull'odierno scenario politico e fa capire quanti siano i residui fascisti in alcuni partiti di estrema destra.|
8893442418|Lettura Obbligatoria|Una lettura necessaria, obbligatoria, da fare nel proprio privato, nelle scuole, nei bar. Una lettura necessaria, breve ma intensa per comprendere ciò che ci circonda, come certi politici sfruttino i mass media per inculcarci falsi miti, idee razziste e soprattutto falsità utili ad alimentare il proprio consenso e la propria presa sociale e politica.|2 persone l'hanno trovato utile
8893442418|Gradevole alla lettura b|La comprensibilità del testo|
8893442418|Iun po' impegnativo ma di lettura scorrevole|Interessante libro di Eco anche se bisognerebbe avere una preparazione storica un po' più consistente per comprendere appieno le informazioni che tratta|
8893442418|Grande Umberto Eco|le lezioni americane del più grande letterato italiano del 900 che da poco ci ha lasciati orfani del suo spessore, utile per comprendere le difficoltà ideologiche del'italia contemporanea e il suo non avere mai fatto realmente i conti col fascismo e con l'olezzo che si porta dietro. Non è un testo politico, è un testo filosofico.|Una persona l'ha trovato utile
8893442418|Da leggere|Compratelo subito. È un peccato che sia così breve, ma pazienza rimane un capolavoro. Ogni pagina è oro, ed è un testo tuttavia molto semplice da leggere.Vorrei evitare spoiler (perché ripeto, è un libricino MOLTO piccolo) e di fatto c'è ben poco da spoilerare.|
8893442418|Consiglio|Bellissima tesi dell' intellettuale Umberto Eco su quello che è il fascismo permanente e come accorgersi e smascherarlo. Affinché non regnino l'ignoranza e la grettezza.|
8893442418|Illuminante.|I piccoli saggi di Umberto Eco pubblicati dalla "Nave di Teseo" sono attualissimi e straordinari.Questo è particolarmente consigliato.|
8893442418|lezione fondamentale....|una lezione fondamentale di U. Eco , esemplare per chiarezza di linguaggio ed esposizione , manuale per l'uso di ragione in chi ce l'ha...|
8893442418|Essenziale e rapido da leggere|Un piccolo vademecum per riconoscere i prodromi di una dittatura a prescindere dal nome più o meno fantasioso con cui si presenta|
8893442418|Umberto eco - il Fascismo Eterno|Una riflessione da leggere periodicamente, con un occhio aperto sul presente|Una persona l'ha trovato utile
8893442418|Ecop echeggia|Ottimo bigino di 52 paginette scritte in maniera comprensibilissima anche se piena di riferimenti a filosofi complessi ( compratevi anche i loro libri)Si legge in una nottatina in pieno relax. Riflessioni da fare proprio in questo momento storico.Niente di eccezionale a meno che non abbiate 17 anni e forse meno o una cultura da scuola media. UTILISSIMO.|Una persona l'ha trovato utile
8893442418|Da leggere nelle scuole|Credo che nemmeno Eco avrebbe mai immaginato con quanta velocità si sarebbero realizzati i suoi timori. L' ideologia nazi-fascista sta penetrando rapidamente le menti e i cuori di tanti giovani che scelgono di rappresentare la generazione dei mostri nati dal sonno della ragione.|Una persona l'ha trovato utile
8893442418|Stay awake!!|Questa breve ed efficace analisi di Umberto Eco, ci rivolge un appello etico: vigiliamo!Il fascismo per la sua perniciosità, sollecita le nostre parti peggiori, quelle che vorrebbero il controllo totale di cui non si è capaci e per questo che la via della violenza prevaricatrice e dell'appiattimento del pensiero unico è sempre in agguato.Libro necessario.|
8893442418|Mai banale|Una riflessione interessante del mai banale Umberto Eco, offre spunti interessanti su un argomento molto dibattuto e purtroppo sempre attuale.|Una persona l'ha trovato utile
8893442418|Aspetti del fascismo|Interessanti considerazioni sul fascismo com'era e su come potrebbe ripresentarsi. Con discorsi semplici l'autore spiega alcuni aspetti dell'ideologia che ha gettato il popolo Italiano in uno dei periodi più tristi della sua storia.|Una persona l'ha trovato utile
8893442418|Famoso quanto utile...|...da consigliare agli studenti dellle medie e delle superiori, Visto che - salvo casi eccezionali - il programma di storia contemporanea italiana comprende soltanto marginalmente l'esperienza del ventennio fascista. Vissuta con alti e bassi e conclusa drammaticamente.|Una persona l'ha trovato utile
8893442418|Breve, ma intenso|Un nome, una garanzia. Anche questo piccolo libricino, come molti altri libri del suo autore, mi ha piacevolmente stupito per la profondità e lucidità della sua analisi. Consigliato...|Una persona l'ha trovato utile
